T\p00_WVO\p00_RIT
1	1.365230358350095	1.3631534346885492
2	2.323128406661917	2.3180106585607736
3	3.501257560132736	3.4920524802034603
4	4.840711293432743	4.8275388242530495
5	6.183876185705949	6.168451160856315
6	7.360705101652418	7.3455154480537175
7	8.27348586425711	8.260467931606192
8	8.916251743044867	8.906187111500742
9	9.338581808165763	9.331341070944132
10	9.60356005236346	9.598598139537765
11	9.76502327045172	9.76173162612321
12	9.861662393732672	9.859525981416278
13	9.918883366336104	9.917517452589419
14	9.952548592471432	9.95168459305138
15	9.972280647644169	9.971738437612835
16	9.983820591168902	9.983482386844406
17	9.990560804886538	9.990350870840244
18	9.994494635612627	9.994364842223664
19	9.996789548548707	9.996709572072499
20	9.99812800750477	9.99807886866019
21	9.998908518006143	9.998878400498253
22	9.999363625984936	9.999345205156853
23	9.999628981424095	9.999617733663728
24	9.99978369507022	9.999776835598274
25	9.999873898222946	9.999869717534295
26	9.999926489100986	9.999923940410218
27	9.99995715082472	9.999955594600236
28	9.999975027272235	9.999974073594244
29	9.999985449606557	9.999984861187098
30	9.999991526033398	9.99999115871711
31	9.999995068707907	9.999994835056837
32	9.99999713415492	9.999996981210696
33	9.999998338349762	9.999998234080568
34	9.99999904041815	9.999998965473926
35	9.999999449737249	9.999999392442616
36	9.999999688378008	9.99999964169597
37	9.999999827510068	9.999999787203683
38	9.999999908626664	9.999999872147338
39	9.999999955919181	9.999999921735274
40	9.9999999834916	9.999999950683424
41	9.999999999566842	9.999999967582609
42	10.000000008939004	9.99999997744792
43	10.000000014403152	9.999999983207044
44	10.000000017588865	9.999999986569069
45	10.000000019446192	9.999999988531732
46	10.000000020529043	9.999999989677487
47	10.000000021160377	9.99999999034635
48	10.00000002152843	9.99999999073681
49	10.000000021743022	9.999999990964753
50	10.000000021868129	9.999999991097827
